gene	chrom	start	end
Smp_019890	SM_V7_1	27569803	27603290
Smp_019900	SM_V7_1	27618844	27632769
Smp_019920	SM_V7_1	27668153	27682603
Smp_019950	SM_V7_1	27762573	27781151
Smp_019980	SM_V7_1	27525646	27540542
Smp_019990	SM_V7_1	27516937	27520369
Smp_020040	SM_V7_1	27439818	27454143
Smp_020050	SM_V7_1	27435447	27439694
Smp_020060	SM_V7_1	27417308	27435442
Smp_020070	SM_V7_1	27347301	27400974
Smp_020080	SM_V7_1	27313078	27334049
Smp_020090	SM_V7_1	27294078	27307164
Smp_020120	SM_V7_1	27038173	27040663
Smp_020130	SM_V7_1	26963066	27028480
Smp_020200	SM_V7_1	26596476	26612061
Smp_020220	SM_V7_1	26582568	26586173
Smp_020270	SM_V7_1	26399387	26472669
Smp_020300	SM_V7_1	26329971	26356183
Smp_020340	SM_V7_1	26248447	26269009
Smp_020370	SM_V7_1	26193603	26214088
Smp_020400	SM_V7_1	26164543	26173662
Smp_020450	SM_V7_1	25808253	25824376
Smp_020480	SM_V7_ZW	59074976	59093077
Smp_020540	SM_V7_ZW	58764639	58791173
Smp_020550	SM_V7_ZW	58668124	58735655
Smp_020590	SM_V7_5	24529618	24536679
Smp_020760	SM_V7_5	23871276	23881854
Smp_020770	SM_V7_5	23894154	23894780
Smp_020800	SM_V7_5	23983005	24009852
Smp_020920	SM_V7_W001	481954	484774
Smp_021040	SM_V7_2	7890788	7898616
Smp_021060	SM_V7_2	7903778	7904470
Smp_021070	SM_V7_2	7908388	7913963
Smp_021080	SM_V7_2	7934521	7943275
Smp_021100	SM_V7_2	7984651	8005543
Smp_021130	SM_V7_2	8082213	8095897
Smp_021140	SM_V7_2	8103241	8104039
Smp_021160	SM_V7_2	8141426	8155247
Smp_021170	SM_V7_2	8162691	8292175
Smp_021220	SM_V7_2	8400408	8406777
Smp_021280	SM_V7_2	8824858	8826794
Smp_021290	SM_V7_2	8862325	8874844
Smp_021300	SM_V7_2	8878146	8915306
Smp_021330	SM_V7_2	9041767	9059848
Smp_021340	SM_V7_3	30092385	30094948
Smp_021370	SM_V7_ZW	35201734	35212459
Smp_021390	SM_V7_ZW	35245574	35274889
Smp_021460	SM_V7_ZW	35434911	35446982
Smp_021540	SM_V7_ZW	5980616	5994440
Smp_021550	SM_V7_ZW	5958382	5970202
Smp_021590	SM_V7_ZW	5917895	5931379
Smp_021600	SM_V7_ZW	5901519	5909611
Smp_021730	SM_V7_ZW	35506276	35508722
Smp_021750	SM_V7_2	44196892	44210841
Smp_021760	SM_V7_2	44186413	44187298
Smp_021790	SM_V7_2	44082192	44108156
Smp_021800	SM_V7_2	44075997	44082378
Smp_021830	SM_V7_2	44011652	44026256
Smp_021910	SM_V7_2	43744315	43751490
Smp_021920	SM_V7_2	43700394	43736482
Smp_021960	SM_V7_2	43589444	43620530
Smp_022020	SM_V7_2	43377574	43391630
Smp_022070	SM_V7_2	43235069	43252573
Smp_022090	SM_V7_2	43199597	43210615
Smp_022110	SM_V7_ZW	20919487	20942432
Smp_022130	SM_V7_3	47366294	47398442
Smp_022140	SM_V7_3	47403056	47416603
Smp_022170	SM_V7_3	47510767	47523322
Smp_022320	SM_V7_ZW	16759966	16774898
Smp_022330	SM_V7_ZW	16749175	16750310
Smp_022340	SM_V7_ZW	16729112	16730981
Smp_022400	SM_V7_ZW	16318698	16336143
Smp_022430	SM_V7_ZW	16297082	16297669
Smp_022450	SM_V7_ZW	16215222	16223763
Smp_022470	SM_V7_ZW	16154737	16175884
Smp_022500	SM_V7_ZW	16086374	16095434
Smp_022540	SM_V7_ZW	16098820	16126630
Smp_022570	SM_V7_ZW	20560295	20567610
Smp_022640	SM_V7_1	7267898	7269635
Smp_022660	SM_V7_ZW	20347474	20361818
Smp_022700	SM_V7_ZW	20183933	20185806
Smp_022740	SM_V7_ZW	20212049	20216115
Smp_022810	SM_V7_ZW	19933715	19950855
Smp_022850	SM_V7_ZW	19803151	19815939
Smp_022870	SM_V7_ZW	19777015	19782009
Smp_022890	SM_V7_ZW	19726569	19756399
Smp_022960	SM_V7_7	13010946	13032609
Smp_022990	SM_V7_7	12728762	12732692
Smp_023010	SM_V7_7	12637548	12639863
Smp_023150	SM_V7_2	24374321	24387821
Smp_023160	SM_V7_2	24392685	24393799
Smp_023170	SM_V7_2	24392685	24397027
Smp_023230	SM_V7_2	24474508	24489214
Smp_023250	SM_V7_2	24512612	24521424
Smp_023270	SM_V7_2	24578534	24588644
Smp_023360	SM_V7_3	42484484	42508633
Smp_023470	SM_V7_3	42211964	42214565
Smp_023550	SM_V7_3	42003894	42015612
Smp_023620	SM_V7_3	41797867	41829872
Smp_023660	SM_V7_3	41736087	41744492
Smp_023700	SM_V7_3	41693695	41700682
Smp_023710	SM_V7_3	41634057	41636302
Smp_023840	SM_V7_1	84974877	84977226
Smp_023930	SM_V7_1	84578574	84583419
Smp_023940	SM_V7_1	84519905	84568280
Smp_024000	SM_V7_ZW	56739307	56780156
Smp_024010	SM_V7_ZW	56784100	56784820
Smp_024030	SM_V7_ZW	56868822	56877959
Smp_024110	SM_V7_ZW	57170925	57177221
Smp_024120	SM_V7_ZW	57177274	57178601
Smp_024140	SM_V7_ZW	57219393	57232268
Smp_024150	SM_V7_ZW	57249342	57266476
Smp_024180	SM_V7_ZW	57374032	57380192
Smp_024240	SM_V7_ZW	57652609	57659847
Smp_024360	SM_V7_ZW	58176100	58184002
Smp_024370	SM_V7_ZW	58190686	58204735
Smp_024380	SM_V7_ZW	58233426	58242507
Smp_024390	SM_V7_ZW	58244187	58245253
Smp_024490	SM_V7_1	30939548	30947778
Smp_024500	SM_V7_1	30968322	30980903
Smp_024520	SM_V7_2	28811621	28818352
Smp_024580	SM_V7_4	23638758	23656332
Smp_024590	SM_V7_4	23662156	23662858
Smp_024660	SM_V7_4	23984280	24012492
Smp_024800	SM_V7_4	24779952	24783489
Smp_024820	SM_V7_4	24805005	24841288
Smp_024850	SM_V7_6	15624348	15625193
Smp_024860	SM_V7_6	15605017	15613647
Smp_024870	SM_V7_6	15546387	15566653
Smp_024880	SM_V7_6	15525347	15540091
Smp_024900	SM_V7_6	15499578	15514733
Smp_024930	SM_V7_6	15428579	15441813
Smp_024970	SM_V7_6	15271370	15291463
Smp_025010	SM_V7_6	15197644	15206533
Smp_025020	SM_V7_6	15160028	15178192
Smp_025030	SM_V7_6	15135936	15158820
Smp_025100	SM_V7_ZW	53482736	53497620
Smp_025130	SM_V7_ZW	53442872	53451712
Smp_025150	SM_V7_ZW	53390996	53400413
Smp_025160	SM_V7_ZW	53349844	53360972
Smp_025260	SM_V7_ZW	53046820	53053947
Smp_025340	SM_V7_ZW	52870553	52876345
Smp_025360	SM_V7_ZW	52817435	52838087
Smp_025370	SM_V7_ZW	52759941	52780713
Smp_025380	SM_V7_ZW	52731059	52743165
Smp_025510	SM_V7_ZW	52412791	52427356
Smp_025550	SM_V7_ZW	52349891	52359215
Smp_025560	SM_V7_ZW	52268450	52273137
Smp_025570	SM_V7_ZW	52260451	52267905
Smp_025620	SM_V7_1	40836253	40846936
Smp_025670	SM_V7_1	40718272	40723343
Smp_025680	SM_V7_1	40717528	40718245
Smp_025700	SM_V7_1	40685579	40705262
Smp_025740	SM_V7_1	40515041	40523529
Smp_025750	SM_V7_1	40501811	40510037
Smp_025830	SM_V7_1	40350781	40367565
Smp_025860	SM_V7_1	40259411	40271939
Smp_025890	SM_V7_1	40211621	40224798
Smp_026030	SM_V7_4	8010151	8037195
Smp_026090	SM_V7_5	8744766	8789290
Smp_026160	SM_V7_5	8903736	8922563
Smp_026190	SM_V7_5	8974124	8995062
Smp_026200	SM_V7_5	8995297	8996603
Smp_026230	SM_V7_3	27349913	27357710
Smp_026250	SM_V7_3	27255494	27276555
Smp_026260	SM_V7_3	27251465	27254309
Smp_026270	SM_V7_3	27231273	27244967
Smp_026280	SM_V7_3	27224568	27231179
Smp_026300	SM_V7_3	27165034	27189239
Smp_026320	SM_V7_3	27052080	27103622
Smp_026340	SM_V7_3	27023319	27026239
Smp_026390	SM_V7_3	26865336	26875608
Smp_026400	SM_V7_ZW	84073538	84074802
Smp_026420	SM_V7_ZW	84159948	84168648
Smp_026440	SM_V7_ZWU001	28196	30483
Smp_026510	SM_V7_ZW	84350736	84369473
Smp_026540	SM_V7_ZW	84545876	84641919
Smp_026560	SM_V7_ZW	84652737	84658362
Smp_026630	SM_V7_ZW	47124994	47141289
Smp_026700	SM_V7_ZW	47436726	47464575
Smp_026770	SM_V7_6	20700876	20708960
Smp_026790	SM_V7_1	88523690	88524570
Smp_026820	SM_V7_1	88405757	88424810
Smp_026830	SM_V7_1	88397774	88399696
Smp_026880	SM_V7_3	42705955	42720291
Smp_026910	SM_V7_3	42825434	42841827
Smp_026920	SM_V7_3	42857195	42867089
Smp_026930	SM_V7_3	42894606	42906671
Smp_027000	SM_V7_3	43080888	43087154
Smp_027010	SM_V7_3	43122001	43136324
Smp_027040	SM_V7_3	43223637	43240554
Smp_027080	SM_V7_3	43329278	43341363
Smp_027210	SM_V7_4	40797983	40799579
Smp_027220	SM_V7_4	40803596	40808919
Smp_027240	SM_V7_4	40888200	40888799
Smp_027250	SM_V7_4	40909893	40913787
Smp_027300	SM_V7_4	41009823	41034727
Smp_027340	SM_V7_4	41322826	41324036
Smp_027370	SM_V7_4	41363215	41370902
Smp_027390	SM_V7_4	41424906	41470963
Smp_027400	SM_V7_4	41470996	41493872
Smp_027430	SM_V7_4	17685116	17696425
Smp_027450	SM_V7_4	17740177	17748432
Smp_027480	SM_V7_4	17800376	17808498
Smp_027500	SM_V7_4	17853217	17859342
Smp_027550	SM_V7_4	17997767	18003432
Smp_027580	SM_V7_4	18091389	18091520
Smp_027610	SM_V7_4	18187381	18201880
Smp_027850	SM_V7_3	41046973	41058075
Smp_027870	SM_V7_3	41070048	41080649
Smp_027880	SM_V7_3	41090183	41095577
Smp_027910	SM_V7_3	41214515	41221989
Smp_027920	SM_V7_3	41245570	41247606
Smp_027940	SM_V7_1	49008050	49010380
Smp_027970	SM_V7_1	49077887	49100150
Smp_027990	SM_V7_1	49128095	49150023
Smp_028030	SM_V7_1	49366138	49436663
Smp_028050	SM_V7_1	49449327	49488529
Smp_028060	SM_V7_1	49494120	49499683
Smp_028070	SM_V7_1	49504996	49524103
Smp_028080	SM_V7_1	49537110	49548131
Smp_028100	SM_V7_1	49577110	49579108
Smp_028120	SM_V7_1	49681340	49704960
Smp_028130	SM_V7_1	49706580	49707585
Smp_028140	SM_V7_1	49717830	49742312
Smp_028170	SM_V7_1	49793840	49808927
Smp_028190	SM_V7_ZW	15240471	15275085
Smp_028200	SM_V7_ZW	15141909	15167529
Smp_028210	SM_V7_ZW	15128494	15137652
Smp_028330	SM_V7_ZW	14869250	14889322
Smp_028340	SM_V7_ZW	14850506	14865560
Smp_028360	SM_V7_ZW	14753588	14764131
Smp_028410	SM_V7_ZW	14545410	14553194
Smp_028430	SM_V7_ZW	14520933	14527664
Smp_028440	SM_V7_ZW	14513858	14519160
Smp_028490	SM_V7_ZW	14380500	14420714
Smp_028500	SM_V7_ZW	14353339	14366383
Smp_028650	SM_V7_ZW	14055812	14077683
Smp_028670	SM_V7_ZW	13953988	13985394
Smp_028690	SM_V7_ZW	13815386	13851742
Smp_028730	SM_V7_2	39650469	39676617
Smp_028800	SM_V7_2	39461971	39486405
Smp_028850	SM_V7_2	39182498	39184855
Smp_028860	SM_V7_2	39178541	39179182
Smp_028870	SM_V7_2	39146924	39167629
Smp_028930	SM_V7_ZW	8174359	8178768
Smp_028940	SM_V7_ZW	8144292	8160325
Smp_028980	SM_V7_3	17132717	17135438
Smp_028990	SM_V7_3	17125252	17126973
Smp_029040	SM_V7_3	16807358	16813422
Smp_029060	SM_V7_3	16747498	16764911
Smp_029070	SM_V7_3	16735098	16745031
Smp_029100	SM_V7_3	16609758	16611722
Smp_029160	SM_V7_3	16379370	16414783
Smp_029210	SM_V7_3	16293142	16298692
Smp_029240	SM_V7_3	16105007	16110363
Smp_029360	SM_V7_3	4986144	5011912
Smp_029370	SM_V7_3	5023996	5028930
Smp_029390	SM_V7_3	5074217	5082692
Smp_029400	SM_V7_3	5085445	5098182
Smp_029470	SM_V7_3	5608345	5634269
Smp_029500	SM_V7_3	5686547	5707259
Smp_029670	SM_V7_3	33467231	33491675
Smp_029700	SM_V7_3	33508071	33513235
Smp_029740	SM_V7_3	33599664	33613807
Smp_029750	SM_V7_3	33619521	33620334
Smp_029800	SM_V7_3	33678254	33705897
Smp_029820	SM_V7_3	33729357	33730217
Smp_029850	SM_V7_3	33787275	33813515
Smp_029890	SM_V7_3	33886769	33903986
Smp_029900	SM_V7_3	33905900	33907605
Smp_029940	SM_V7_3	34048692	34063695
Smp_029970	SM_V7_3	34077459	34085274
Smp_029990	SM_V7_3	34103029	34185119
Smp_030000	SM_V7_3	34194837	34211601
Smp_030010	SM_V7_3	34251587	34288501
Smp_030020	SM_V7_3	34291368	34296733
Smp_030030	SM_V7_3	34295995	34296722
Smp_030110	SM_V7_3	34480894	34516643
Smp_030150	SM_V7_3	34681745	34713581
Smp_030180	SM_V7_3	34746835	34751709
Smp_030220	SM_V7_3	34822988	34827001
Smp_030250	SM_V7_3	34919865	34924379
Smp_030260	SM_V7_3	34957885	34960919
Smp_030280	SM_V7_3	34994416	35010521
Smp_030290	SM_V7_3	35014335	35016146
Smp_030320	SM_V7_3	35123235	35147096
Smp_030330	SM_V7_3	35149186	35150141
Smp_030350	SM_V7_3	35286727	35288261
Smp_030370	SM_V7_ZW	20808026	20814300
Smp_030400	SM_V7_ZW	20883626	20916441
Smp_030440	SM_V7_ZW	21010023	21021412
Smp_030500	SM_V7_ZW	68429155	68436700
Smp_030690	SM_V7_2	1007412	1009408
Smp_030710	SM_V7_2	962402	972389
Smp_030730	SM_V7_2	863251	865118
Smp_030760	SM_V7_4	28800554	28824801
Smp_030780	SM_V7_6	9853828	9902467
Smp_030830	SM_V7_6	9720354	9727186
Smp_030860	SM_V7_6	9619215	9640203
Smp_030870	SM_V7_6	9607570	9619205
Smp_030910	SM_V7_6	9480940	9485483
Smp_030920	SM_V7_6	9473196	9473956
Smp_030930	SM_V7_6	9459350	9471824
Smp_031000	SM_V7_ZW	17055536	17071163
Smp_031010	SM_V7_ZW	17079756	17094294
Smp_031020	SM_V7_ZW	17101665	17103582
Smp_031040	SM_V7_ZW	17190839	17223072
Smp_031050	SM_V7_ZW	17238746	17273638
Smp_031070	SM_V7_ZW	17274241	17285062
Smp_031100	SM_V7_ZW	17394055	17424309
Smp_031180	SM_V7_ZW	17665963	17675713
Smp_031190	SM_V7_ZW	17681983	17687885
Smp_031220	SM_V7_ZW	17796187	17804772
Smp_031270	SM_V7_ZW	17905563	17912082
Smp_031300	SM_V7_ZW	18042445	18056892
Smp_031310	SM_V7_ZW	18086333	18091582
Smp_031360	SM_V7_ZW	18218659	18242510
Smp_031390	SM_V7_ZW	18304940	18325535
Smp_031560	SM_V7_1	88068558	88077610
Smp_031570	SM_V7_1	88099032	88102454
Smp_031590	SM_V7_1	88170964	88173620
Smp_031680	SM_V7_7	17389991	17428326
Smp_031690	SM_V7_7	17521310	17532724
Smp_031710	SM_V7_7	17672028	17689896
Smp_031720	SM_V7_7	17704868	17707737
Smp_031730	SM_V7_7	17712051	17716962
Smp_031770	SM_V7_7	17879130	17909172
Smp_031880	SM_V7_7	18312188	18323931
Smp_031920	SM_V7_1	51697483	51700934
Smp_031950	SM_V7_1	51646165	51658119
Smp_031990	SM_V7_1	51441393	51447487
Smp_032000	SM_V7_1	51393137	51395635
Smp_032060	SM_V7_1	51296489	51303571
Smp_032120	SM_V7_1	51137499	51139322
Smp_032150	SM_V7_1	51105041	51111415
Smp_032180	SM_V7_1	51031531	51032578
Smp_032230	SM_V7_1	50850695	50864528
Smp_032240	SM_V7_1	50813674	50817328
Smp_032250	SM_V7_1	50803852	50809796
Smp_032260	SM_V7_1	50764702	50772726
Smp_032280	SM_V7_ZW	76022358	76040893
Smp_032310	SM_V7_ZW	76164057	76181521
Smp_032320	SM_V7_ZW	76181528	76185413
Smp_032370	SM_V7_ZW	76256820	76260193
Smp_032420	SM_V7_ZW	76422355	76428606
Smp_032480	SM_V7_ZW	76691445	76718269
Smp_032490	SM_V7_ZW	76719155	76759242
Smp_032500	SM_V7_ZW	76763996	76783320
Smp_032510	SM_V7_ZW	76807828	76830802
Smp_032520	SM_V7_ZW	76845946	76853908
Smp_032580	SM_V7_2	45719699	45744969
Smp_032640	SM_V7_2	46089133	46090878
Smp_032670	SM_V7_2	46154734	46179078
Smp_032720	SM_V7_2	46348131	46357722
Smp_032760	SM_V7_2	46450902	46455789
Smp_032770	SM_V7_2	46456737	46462648
Smp_032780	SM_V7_2	46507112	46525096
Smp_032790	SM_V7_2	46525991	46534018
Smp_032800	SM_V7_2	46548852	46567778
Smp_032810	SM_V7_2	46571850	46580987
Smp_032820	SM_V7_2	46583601	46600286
Smp_032920	SM_V7_ZW	27570200	27575026
Smp_032930	SM_V7_ZW	27575310	27604434
Smp_032950	SM_V7_ZW	27645864	27649646
Smp_032970	SM_V7_ZW	27685420	27688043
Smp_032980	SM_V7_ZW	27689300	27691084
Smp_032990	SM_V7_ZW	27700380	27702647
Smp_033000	SM_V7_ZW	27714930	27715455
Smp_033010	SM_V7_ZW	27725610	27740104
Smp_033020	SM_V7_ZW	27751096	27761776
Smp_033040	SM_V7_ZW	27790220	27792863
Smp_033050	SM_V7_ZW	27804227	27812076
Smp_033110	SM_V7_7	8450684	8456659
Smp_033140	SM_V7_7	8352314	8370712
Smp_033210	SM_V7_7	8100782	8106596
Smp_033250	SM_V7_7	7997340	7998488
Smp_033260	SM_V7_7	7970282	7991832
Smp_033330	SM_V7_7	7760382	7768008
Smp_033350	SM_V7_7	7454366	7482450
Smp_033380	SM_V7_7	7350693	7361222
Smp_033400	SM_V7_7	7302697	7304712
Smp_033530	SM_V7_1	44045546	44049321
Smp_033540	SM_V7_1	43990906	44013113
Smp_033590	SM_V7_1	38763946	38771649
Smp_033600	SM_V7_1	38711516	38747948
Smp_033610	SM_V7_1	38683659	38710452
Smp_033620	SM_V7_1	38678949	38679859
Smp_033660	SM_V7_1	38544121	38550072
Smp_033670	SM_V7_1	38537373	38538471
Smp_033680	SM_V7_1	38512782	38528452
Smp_033700	SM_V7_1	38320470	38352357
Smp_033710	SM_V7_1	38310821	38320465
Smp_033760	SM_V7_1	38239023	38255437
Smp_033770	SM_V7_1	38229431	38236588
Smp_033870	SM_V7_1	37937721	37950976
Smp_033930	SM_V7_1	37801297	37806499
Smp_033950	SM_V7_1	37738606	37756229
Smp_033970	SM_V7_1	37579923	37603227
Smp_033990	SM_V7_1	37535593	37538055
Smp_034000	SM_V7_1	37480774	37517819
Smp_034080	SM_V7_1	37334491	37350833
Smp_034090	SM_V7_1	37312377	37327427
Smp_034100	SM_V7_1	37268725	37270773
Smp_034120	SM_V7_1	37218624	37228900
Smp_034190	SM_V7_2	38188744	38197857
Smp_034270	SM_V7_2	38430986	38460380
Smp_034300	SM_V7_2	38579776	38610387
Smp_034400	SM_V7_2	38887445	38894830
Smp_034410	SM_V7_2	38904164	38912733
Smp_034420	SM_V7_2	38940814	38942060
Smp_034430	SM_V7_1	29840429	29843972
Smp_034450	SM_V7_1	29768876	29776283
Smp_034490	SM_V7_1	29649696	29659703
Smp_034500	SM_V7_1	29618246	29632590
Smp_034530	SM_V7_1	29430828	29431507
Smp_034550	SM_V7_1	29375322	29416987
Smp_034610	SM_V7_1	29084625	29175391
Smp_034660	SM_V7_1	28813035	28896291
Smp_034670	SM_V7_1	28767981	28785203
Smp_034680	SM_V7_1	28736601	28755121
Smp_034700	SM_V7_1	28588421	28598728
Smp_034840	SM_V7_1	25702982	25704464
Smp_034850	SM_V7_1	25670993	25686232
Smp_034860	SM_V7_1	25626296	25665229
Smp_034870	SM_V7_1	25604753	25626289
Smp_034920	SM_V7_1	25387841	25460988
Smp_034940	SM_V7_1	25343174	25373285
Smp_034980	SM_V7_1	25142740	25158281
Smp_035000	SM_V7_1	25113499	25115763
Smp_035010	SM_V7_1	25108369	25112965
Smp_035020	SM_V7_1	25091589	25107672
Smp_035030	SM_V7_1	25064914	25084245
Smp_035040	SM_V7_1	25033099	25061422
Smp_035080	SM_V7_1	24975219	24978767
Smp_035090	SM_V7_1	24943143	24961985
Smp_035110	SM_V7_1	24885115	24899690
Smp_035150	SM_V7_1	24774885	24781109
Smp_035180	SM_V7_1	24687924	24764731
Smp_035190	SM_V7_1	24616649	24661778
Smp_035200	SM_V7_1	24607167	24608731
Smp_035210	SM_V7_1	24558804	24592431
Smp_035220	SM_V7_1	24542635	24557953
Smp_035250	SM_V7_1	24528802	24532211
Smp_035260	SM_V7_1	24489888	24523381
Smp_035270	SM_V7_1	24486955	24488251
Smp_035280	SM_V7_1	24459999	24481397
Smp_035290	SM_V7_1	24444785	24459238
Smp_035300	SM_V7_1	24432275	24441139
Smp_035310	SM_V7_1	24419818	24426223
Smp_035360	SM_V7_1	24351867	24361416
Smp_035370	SM_V7_1	24328772	24343148
Smp_035380	SM_V7_1	24320445	24328692
Smp_035390	SM_V7_1	24293997	24319892
Smp_035410	SM_V7_1	24273807	24282273
Smp_035430	SM_V7_1	24228757	24239734
Smp_035460	SM_V7_1	24020501	24057994
Smp_035470	SM_V7_1	23998386	24006068
Smp_035480	SM_V7_1	23986434	23992052
Smp_035500	SM_V7_1	23952586	23954113
Smp_035540	SM_V7_1	23126290	23153936
Smp_035550	SM_V7_1	23171610	23177383
Smp_035560	SM_V7_1	23184984	23190346
Smp_035580	SM_V7_1	23271030	23296070
Smp_035620	SM_V7_1	23427167	23442276
Smp_035650	SM_V7_1	23549540	23587573
Smp_035700	SM_V7_1	23763676	23790062
Smp_035730	SM_V7_4	43466418	43469093
Smp_035790	SM_V7_6	16163595	16164023
Smp_035800	SM_V7_6	16144369	16144764
Smp_036010	SM_V7_4	7343971	7357264
Smp_036020	SM_V7_4	7215123	7323807
Smp_036060	SM_V7_4	7110441	7115216
Smp_036130	SM_V7_4	6933380	6941124
Smp_036180	SM_V7_1	52814683	52867554
Smp_036220	SM_V7_1	52764465	52764949
Smp_036250	SM_V7_1	52648733	52654883
Smp_036270	SM_V7_1	52617874	52619999
Smp_036370	SM_V7_6	9208246	9217360
Smp_036390	SM_V7_6	9262386	9267670
Smp_036400	SM_V7_6	9267676	9272272
Smp_036500	SM_V7_ZW	24249263	24269110
Smp_036550	SM_V7_ZW	24404973	24412867
Smp_036590	SM_V7_ZW	24562426	24568477
Smp_036630	SM_V7_ZW	24641606	24654257
Smp_036670	SM_V7_ZW	24683566	24686501
Smp_036720	SM_V7_6	12367479	12371323
Smp_036780	SM_V7_6	12022626	12030558
Smp_036920	SM_V7_4	4352890	4353507
Smp_036940	SM_V7_4	4397395	4397757
Smp_036950	SM_V7_4	4406861	4409723
Smp_036980	SM_V7_4	4487421	4494769
Smp_036990	SM_V7_4	4502471	4557287
Smp_037120	SM_V7_ZW	28125878	28134345
Smp_037190	SM_V7_ZW	27946177	27950779
Smp_037230	SM_V7_4	891178	909671
Smp_037290	SM_V7_1	82313406	82328806
Smp_037400	SM_V7_ZW	66579226	66594416
Smp_037460	SM_V7_2	41635676	41648850
Smp_037530	SM_V7_2	41919084	41936969
Smp_037540	SM_V7_2	41947423	41954452
Smp_037590	SM_V7_2	42145188	42163048
Smp_037640	SM_V7_2	42289390	42346164
Smp_037690	SM_V7_ZW	30555259	30555985
Smp_037700	SM_V7_ZW	30569623	30572514
Smp_037780	SM_V7_1	53850972	53871996
Smp_037900	SM_V7_1	53168116	53184249
Smp_037910	SM_V7_1	53151207	53161462
Smp_037930	SM_V7_ZW	60522754	60530769
Smp_037960	SM_V7_ZW	60584793	60600335
Smp_038030	SM_V7_ZW	60828034	60845126
Smp_038080	SM_V7_4	45314767	45338195
Smp_038100	SM_V7_4	45262280	45264255
Smp_038140	SM_V7_ZW	74628097	74646827
Smp_038210	SM_V7_ZW	8519230	8528155
Smp_038240	SM_V7_ZW	8565291	8590476
Smp_038300	SM_V7_ZW	8773744	8777336
Smp_038330	SM_V7_ZW	8859488	8862221
Smp_038340	SM_V7_ZW	8865666	8902997
Smp_038410	SM_V7_ZW	9018062	9019752
Smp_038420	SM_V7_ZW	9020438	9036052
Smp_038430	SM_V7_ZW	9034111	9035989
Smp_038440	SM_V7_ZW	9040471	9073382
Smp_038510	SM_V7_ZW	41797159	41798146
Smp_038530	SM_V7_ZW	41971569	41991298
Smp_038540	SM_V7_ZW	42024089	42025331
Smp_038560	SM_V7_ZW	42105789	42106642
Smp_038630	SM_V7_4	12890408	12893210
Smp_038680	SM_V7_4	13116578	13123352
Smp_038700	SM_V7_4	13181288	13188997
Smp_038710	SM_V7_4	13188999	13207844
Smp_038820	SM_V7_1	81690832	81696070
Smp_038830	SM_V7_1	81642052	81679467
Smp_038840	SM_V7_1	81632843	81641838
Smp_038870	SM_V7_1	81515270	81546818
Smp_038930	SM_V7_ZW	60364023	60379057
Smp_038940	SM_V7_ZW	60379063	60389499
Smp_038950	SM_V7_ZW	60397403	60399223
Smp_038960	SM_V7_ZW	60425190	60432919
Smp_038980	SM_V7_ZW	60435213	60446909
Smp_039000	SM_V7_5	19141836	19151468
Smp_039010	SM_V7_5	19138455	19138901
Smp_039080	SM_V7_5	18974489	18988379
Smp_039130	SM_V7_5	18679055	18740519
Smp_039160	SM_V7_5	18607753	18669856
Smp_039180	SM_V7_5	18488880	18517556
Smp_039300	SM_V7_2	14327130	14365607
Smp_039390	SM_V7_2	14144068	14149883
Smp_039400	SM_V7_2	14108211	14108876
Smp_039470	SM_V7_2	13851976	13874276
Smp_039490	SM_V7_5	22799711	22817153
Smp_039590	SM_V7_ZW	74694573	74702838
Smp_039600	SM_V7_ZW	74709037	74712259
Smp_039640	SM_V7_ZW	74821107	74839489
Smp_039650	SM_V7_ZW	74850991	74872019
Smp_039670	SM_V7_ZW	74954773	74972296
Smp_039740	SM_V7_ZW	75298264	75309284
Smp_039750	SM_V7_ZW	75326934	75366979
Smp_039810	SM_V7_ZW	75639334	75697934
Smp_039820	SM_V7_ZW	75702311	75723580
Smp_039870	SM_V7_ZW	75785957	75840670
Smp_039970	SM_V7_5	21677560	21679445
Smp_039980	SM_V7_5	21640267	21665536
Smp_040020	SM_V7_5	21427155	21437107
Smp_040080	SM_V7_5	21215789	21242596
Smp_040100	SM_V7_5	21091839	21106864
Smp_040110	SM_V7_5	21065305	21081712
Smp_040130	SM_V7_5	20967085	20967824
Smp_040190	SM_V7_1	75859328	75893143
Smp_040270	SM_V7_1	76056128	76061192
Smp_040280	SM_V7_1	76062268	76070144
Smp_040350	SM_V7_1	76343142	76362423
Smp_040360	SM_V7_1	76379080	76396355
Smp_040390	SM_V7_1	76502032	76514448
Smp_040460	SM_V7_1	76688042	76700598
Smp_040500	SM_V7_1	76863177	76871872
Smp_040510	SM_V7_1	76878579	76921782
Smp_040550	SM_V7_1	77123226	77139202
Smp_040560	SM_V7_1	77142120	77158522
Smp_040570	SM_V7_1	77204444	77217268
Smp_040610	SM_V7_1	77740239	77770501
Smp_040710	SM_V7_3	39901233	39904565
Smp_040720	SM_V7_3	39950364	39960939
Smp_040770	SM_V7_3	40131178	40168422
Smp_040790	SM_V7_3	40187618	40188554
Smp_040800	SM_V7_3	40190104	40221502
Smp_040960	SM_V7_1	57125107	57143771
Smp_040970	SM_V7_1	57074789	57100132
Smp_040990	SM_V7_1	57019233	57020423
Smp_041050	SM_V7_1	56854719	56868721
Smp_041060	SM_V7_1	56825640	56844452
Smp_041100	SM_V7_1	56720955	56736575
Smp_041190	SM_V7_7	10445356	10467091
Smp_041320	SM_V7_1	58644372	58645599
